Product_ID,Product_Category,Launch_Region,Development_Cost,Launch_Marketing_Spend,Unit_Selling_Price,Unit_Production_Cost,First_Year_Units_Sold,Distribution_Coverage,Customer_Rating,First_Year_Profit
PRD-2899,Smart Home,Middle East,165000,108000,234.33,93.28,7600,0.53,4.3,798980
PRD-3175,Personal Audio,Latin America,78000,41000,51.99,17.95,21700,0.69,3.6,619668.0000000001
PRD-2521,Smart Home,North America,282000,253000,298.53,111.3,23400,0.95,4.9,3846181.999999999
PRD-2942,Wearable Tech,Europe,226000,166000,226.71,84.48,11700,0.77,4.8,1272091.0000000002
PRD-2446,Kitchen Appliances,Latin America,122000,81000,126.42,54,8400,0.69,3.7,405328
PRD-1985,Kitchen Appliances,Europe,223000,150000,233.1,89.1,168000,0.84,4.9,1239800
PRD-2613,Outdoor Tech,North America,194000,115000,180.15,70.4,11000,0.77,4.4,898250
PRD-1997,Gaming Gear,Asia-Pacific,233000,146000,178.19,65.28,23100,0.74,8.2,2229221
PRD-2245,Personal Audio,Latin America,78000,41000,54.99,17.39,15400,0.69,,460040
PRD-1365,Personal Audio,Europe,88000,71000,75.15,25.18,36400,0.79,4.9,1659908.0000000002
PRD-2316,Gaming Gear,Middle East,213000,151000,207.09,70.56,5300,0.5,4.1,359609
PRD-2513,Outdoor Tech,Europe,209000,112000,204.12,75.48,8800,0.61,4.4,811031.9999999998
PRD-1592,Wearable Tech,Europe,281000,187000,240.45,81.84,12500,0.77,3.9,1514624.9999999998
PRD-2788,Home Automation,Asia-Pacific,239000,135000,183.54,78.28,12900,0.74,4.8,983853.9999999998
PRD-2873,Outdoor Tech,Europe,175000,116000,198.45,68.82,7600,0.61,4.2,694188
PRD-1283,Outdoor Tech,Europe,179000,129000,187.11,71.04,8800,0.61,3.8,713416.0000000001
PRD-3479,Health & Fitness,Middle East,138000,92000,150.12,53.04,7800,0.6,3.8,527224.0000000001
PRD-1415,Kitchen Appliances,Europe,254000,155000,240.87,98.01,15700,0.84,4.3,1833902
PRD-1438,Home Automation,Asia-Pacific,216000,153000,195.51,76,13700,0.74,3.9,1268286.9999999998
PRD-2977,Office Equipment,Latin America,84000,52000,68.54,28.84,8500,0.6,3.5,201450
PRD-2912,Wearable Tech,Europe,270000,152000,247.32,89.76,16400,0.77,3.9,2161984
PRD-2080,Health & Fitness,Latin America,101000,74000,106.47,38.16,10400,0.74,4.7,535424
PRD-2900,Consumer Electronics,Europe,344000,252000,494.01,187.2,10200,0.86,4.5,2533462
PRD-3340,Health & Fitness,Latin America,100000,71000,106.47,38.16,11400,0.74,4,607734
PRD-2546,Gaming Gear,North America,396000,253000,335.04,145.8,24200,0.89,5,3930608
PRD-2485,Personal Audio,Latin America,69000,42000,50.49,20.17,21300,0.69,3.8,534816
PRD-1871,Consumer Electronics,North America,270000,193000,197.99,76.79,15000,0.84,5,1355000
PRD-1402,Wearable Tech,Asia-Pacific,286000,205000,229.54,100.94,18600,0.8,4.7,1900960
PRD-2713,Health & Fitness,Asia-Pacific,120000,93000,93.59,31.53,23000,0.78,4.5,1214380
PRD-2552,Wearable Tech,Europe,237000,201000,206.1,79.2,12600,0.77,4.1,1160940
PRD-2748,Office Equipment,North America,85000,49000,62.57,24.96,18100,0.73,4.2,546741
PRD-1087,Office Equipment,Latin America,99000,47000,68.54,28.84,9000,0.6,4,211300
PRD-3410,Consumer Electronics,Europe,428000,286000,464.07,193.05,9000,0.86,4.4,1725180
PRD-3431,Consumer Electronics,North America,230000,160000,185.99,79.19,17600,0.84,4.6,1489680.0000000002
PRD-2376,Gaming Gear,Middle East,207000,131000,172.89,77.04,6400,0.5,3.7,275439.9999999999
PRD-2391,Health & Fitness,North America,170000,106000,116.39,43.68,22500,,4.1,1359975.0000000002
PRD-2919,Consumer Electronics,Asia-Pacific,327000,214000,299.86,115.9,23900,0.85,4.4,3855644
PRD-3328,Home Automation,Asia-Pacific,248000,166000,195.51,76,12600,0.74,4.5,1091826
PRD-2834,Wearable Tech,North America,355000,191000,304.98,120.75,19300,0.93,4.3,3009639.0000000005
PRD-1362,Smart Home,Europe,187000,104000,145.02,60.32,12400,0.81,4.6,759280.0000000002
PRD-1465,Personal Audio,Latin America,62000,45000,45.99,19.06,17700,0.69,4,369661.00000000006
PRD-2240,Consumer Electronics,Europe,352000,280000,538.92,198.9,11000,0.86,4.5,3108220
PRD-1463,Outdoor Tech,Europe,162000,111000,204.12,75.48,9900,0.61,3.7,1000535.9999999998
PRD-3187,Office Equipment,Latin America,88000,48000,68.54,28.84,7100,0.6,3.5,145870
PRD-1163,Outdoor Tech,Europe,190000,127000,175.77,73.26,9300,0.61,3.5,636343
PRD-2986,Kitchen Appliances,Latin America,127000,98000,134.16,52.38,8200,0.69,4.5,445596
PRD-1036,Kitchen Appliances,Latin America,155000,77000,130.29,58.86,11000,0.69,4.3,553729.9999999999
PRD-1318,Home Automation,Asia-Pacific,230000,152000,183.54,78.28,14500,0.74,4.7,1144269.9999999998
PRD-2084,Wearable Tech,North America,326000,227000,287.04,124.2,15700,0.93,4.9,2003588.0000000005
PRD-1758,Office Equipment,North America,87000,56000,64.5,22.08,16500,0.73,4.2,556930
PRD-1934,Wearable Tech,North America,301000,208000,296.01,110.4,14900,0.93,4.8,2256589
PRD-1066,Kitchen Appliances,Latin America,132000,84000,118.68,55.62,8000,0.69,4.1,288480.00000000006
PRD-2836,Kitchen Appliances,Latin America,160000,90000,138.03,57.24,7800,0.69,4.4,380161.9999999999
PRD-2511,Health & Fitness,North America,,107000,123.59,42.42,21300,0.8,4.4,1460921
PRD-3159,Consumer Electronics,Asia-Pacific,287000,219000,338.14,134.2,21700,0.85,5,3919498
PRD-2327,Gaming Gear,Asia-Pacific,231000,138000,188.99,63.24,17800,0.74,4.9,1869350
PRD-2930,Consumer Electronics,Europe,400000,274000,449.1,175.5,11200,0.86,4.3,2390320.0000000005
PRD-3477,Office Equipment,Europe,109000,60000,91.67,34.34,13500,0.78,4.6,604955
PRD-1872,Smart Home,Europe,169000,119000,136.05,62.06,11000,0.81,,525890.0000000001
PRD-3032,Wearable Tech,Europe,255000,154000,212.97,87.12,15700,0.77,4.2,1566845
PRD-3370,Health & Fitness,Latin America,114000,76000,97.51,36,12400,0.74,3.8,572724.0000000001
PRD-1899,Consumer Electronics,Asia-Pacific,290000,230000,338.14,134.2,19800,0.85,4.6,3518012
PRD-2028,Office Equipment,North America,89000,46000,66.44,24.24,16300,0.73,3.5,552860
PRD-2937,Office Equipment,Europe,105000,68000,86.33,35.36,13800,0.78,3.8,530386
PRD-2652,Smart Home,Europe,155000,108000,162.96,56.84,14600,0.81,4.8,1286352
PRD-3060,Consumer Electronics,Latin America,191000,129000,159.99,57.04,8900,,4.4,596255.0000000001
PRD-3390,Consumer Electronics,,189000,123000,169.59,68.2,10400,0.61,4.4,742456
PRD-3366,Gaming Gear,Middle East,201000,153000,207.09,70.56,7000,0.5,3.7,601710
PRD-1470,Consumer Electronics,Latin America,194000,105000,150.39,58.9,10200,0.61,4,634197.9999999998
PRD-1897,Office Equipment,Latin America,77000,47000,75.25,30.52,8800,0.6,4.1,269624.00000000006
PRD-2778,Office Equipment,North America,71000,53000,70.31,23.52,13000,0.73,4,484270.0000000001
PRD-1789,Smart Home,Middle East,180000,123000,227.76,85.36,7200,0.53,4,722279.9999999999
PRD-1130,Consumer Electronics,Europe,388000,319000,523.95,181.35,10500,0.86,4.2,2890300.0000000005
PRD-3452,Wearable Tech,Europe,281000,187000,212.97,87.12,16100,0.77,4.7,1558185
PRD-1903,Health & Fitness,Asia-Pacific,113000,94000,85.49,29.58,23800,0.78,4.4,1123658
PRD-1528,Home Automation,Asia-Pacific,242000,143000,183.54,78.28,17900,0.74,4.4,1499153.9999999998
PRD-2716,Kitchen Appliances,Latin America,125000,89000,130.29,58.86,8300,0.69,4.1,378868.9999999999
PRD-1372,Wearable Tech,Asia-Pacific,246000,190000,252,106.82,17100,0.8,3.8,2046578
PRD-2404,Personal Audio,Asia-Pacific,73000,54000,58.79,21,42000,0.82,4.7,1460180
PRD-3104,Wearable Tech,North America,362000,212000,313.95,106.95,19100,0.93,4.7,3379700
PRD-1723,Health & Fitness,Asia-Pacific,124000,107000,96.29,34.45,31600,0.78,4.5,1723144
PRD-2882,Wearable Tech,Europe,234000,193000,219.84,95.04,15100,0.77,4.1,1457480
PRD-2845,Personal Audio,Latin America,78000,43000,48.99,18.5,18400,0.69,3.6,440016
PRD-3042,Smart Home,Europe,203000,121000,145.02,60.32,13900,0.81,4.4,853330.0000000002
PRD-1958,Home Automation,Europe,272000,172000,229.44,98.28,14200,0.77,4.3,1418472
PRD-3371,Consumer Electronics,North America,238000,187000,179.99,71.99,14900,0.84,5,1184200.0000000002
PRD-1643,Outdoor Tech,Europe,203000,133000,181.44,79.92,7600,0.61,3.6,435552
PRD-2814,Kitchen Appliances,North America,246000,139000,216.15,84.55,14200,0.83,4.9,1483720.0000000002
PRD-1614,Kitchen Appliances,North America,242000,125000,223.05,92.56,15500,0.83,,1655595.0000000002
PRD-1306,Kitchen Appliances,Latin America,158000,86000,134.16,52.38,10900,0.69,3.6,647402
PRD-2366,Gaming Gear,North America,319000,288000,376.92,137.7,21500,0.89,5,4536230.000000001
PRD-2950,Health & Fitness,Latin America,104000,63000,97.51,36,12100,0.74,4.4,577271.0000000001
PRD-1924,Personal Audio,Asia-Pacific,94000,52000,56.99,19.11,50400,0.82,4.6,1763152.0000000002
PRD-1595,Kitchen Appliances,Europe,233000,182000,264.18,103.95,12000,0.84,4.2,1507760.0000000002
PRD-2837,,Asia-Pacific,210000,157000,178.19,65.28,24400,0.74,4.8,2388004
PRD-1759,Smart Home,Middle East,157000,114000,201.48,90.64,6600,0.53,4.2,460543.9999999999
PRD-3404,Wearable Tech,North America,314000,185000,296.01,110.4,20600,0.93,4.9,3324565.9999999995
PRD-2539,Smart Home,Middle East,144000,105000,240.9,82.72,8600,0.53,4.5,1111348
PRD-2016,Gaming Gear,Middle East,181000,127000,178.59,68.4,4800,0.5,3.9,220912
PRD-2881,Smart Home,North America,322000,191000,290.16,101.85,30200,0.95,7.0,5173962.000000001
PRD-3118,Home Automation,Asia-Pacific,237000,175000,195.51,76,15600,0.74,4.8,1452355.9999999998
PRD-2612,Wearable Tech,Europe,229000,175000,212.97,87.12,15200,0.77,4.8,1508920
PRD-2492,Wearable Tech,Europe,244000,173000,247.32,89.76,16000,0.77,4.5,2103960
PRD-1074,Kitchen Appliances,North America,233000,141000,209.25,95.23,15800,0.83,4.4,1427516
PRD-2055,Personal Audio,Europe,100000,69000,77.55,27.56,37100,0.79,4.7,1685628.9999999998
PRD-3120,Consumer Electronics,Latin America,186000,112000,164.79,62.62,10500,0.61,4,774784.9999999998
PRD-2577,Office Equipment,Europe,124000,66000,89,31.28,15900,0.78,4,727748
PRD-3458,Home Automation,Europe,237000,167000,258.12,92.82,14000,0.77,4.2,1910200
PRD-1515,Personal Audio,Europe,96000,77000,72.75,28.36,37800,0.79,3.9,1504942
PRD-2691,Health & Fitness,North America,147000,92000,109.19,44.94,24500,0.8,4.3,1335125
PRD-2967,Office Equipment,Europe,120000,73000,97.01,33.32,15000,0.78,3.6,762350.0000000001
PRD-2618,Home Automation,Europe,267000,211000,258.12,92.82,20100,0.77,4.3,2844530
PRD-3274,Personal Audio,Asia-Pacific,76000,63000,65.99,19.74,48300,0.82,4.4,2094875
PRD-3186,Gaming Gear,Middle East,218000,130000,189.99,66.24,6200,0.5,3.8,419250.0000000001
PRD-2145,Personal Audio,Europe,81000,64000,72.75,28.36,32200,0.79,4.1,1284358
PRD-2522,Wearable Tech,Europe,281000,187000,226.71,84.48,17300,0.77,4.3,1992579.0000000005
PRD-1203,Outdoor Tech,North America,181000,110000,185.25,62.72,9400,0.77,3.9,860782
PRD-3215,Kitchen Appliances,Europe,262000,179000,256.41,95.04,11200,1.44,4.4,1366344
PRD-1225,,Latin America,70000,44000,50.49,20.17,19600,0.69,3.5,480272
PRD-1392,Smart Home,,157000,114000,162.96,56.84,13500,0.81,4.4,1161620
PRD-1499,Health & Fitness,Middle East,146000,91000,129.27,51.48,6500,0.6,3.8,268635.0000000001
PRD-3153,Outdoor Tech,North America,202000,140000,154.65,68.48,10700,0.77,4.1,580019
PRD-1311,Health & Fitness,North America,158000,97000,127.19,46.2,23500,0.8,4.7,1648264.9999999998
PRD-1155,Personal Audio,Europe,84000,75000,75.15,25.18,28700,0.79,4.1,1275139.0000000002
PRD-3011,Consumer Electronics,North America,283000,182000,185.99,79.19,17100,0.84,4.1,1361280.0000000002
PRD-2064,Kitchen Appliances,North America,227000,164000,250.65,87.22,11400,0.83,4.4,1472102
PRD-3204,Kitchen Appliances,North America,238000,155000,236.85,89.89,13300,0.83,4.5,1561567.9999999998
PRD-1709,Health & Fitness,Middle East,153000,86000,129.27,51.48,8000,0.6,3.5,383320.0000000001
PRD-1774,Personal Audio,Asia-Pacific,87000,65000,58.79,21,48700,0.82,4.5,1688373
PRD-3332,Wearable Tech,Europe,296000,186000,247.32,89.76,16800,0.77,4.4,2165008
PRD-2715,Personal Audio,Europe,98000,85000,87.15,25.97,34700,0.79,,1939946.0000000005
PRD-1359,Consumer Electronics,Asia-Pacific,380000,255000,319,112.24,20200,0.85,4.9,3541552
PRD-3147,Office Equipment,Europe,110000,64000,86.33,35.36,11200,0.78,4.6,396864
PRD-1300,Health & Fitness,Latin America,109000,59000,109.45,33.84,11800,0.74,4.4,724198
PRD-3454,Personal Audio,Asia-Pacific,,55000,58.79,21,36500,0.82,4.3,1230335
PRD-1753,Health & Fitness,Asia-Pacific,103000,86000,88.19,32.5,22700,0.78,4.3,1075163
PRD-1033,Health & Fitness,Asia-Pacific,109000,109000,93.59,31.53,31100,0.78,4.7,1712066
PRD-1317,,Europe,,69000,89,31.28,14600,0.78,3.6,648712
PRD-3165,Personal Audio,Europe,91000,82000,79.95,24.38,38900,0.79,3.9,1988673.0000000005
PRD-1988,Home Automation,Europe,311000,187000,258.12,92.82,15800,0.77,4.1,2113740
PRD-1474,Personal Audio,Asia-Pacific,73000,54000,62.39,20.37,45400,0.82,4.3,1780707.9999999998
PRD-2787,Office Equipment,Europe,96000,62000,89,31.28,13200,0.78,3.7,603904
PRD-1881,Health & Fitness,North America,138000,93000,123.59,42.42,25200,0.8,4.2,1814484
PRD-2723,Outdoor Tech,Europe,219000,144000,204.12,75.48,7200,0.61,4.1,563207.9999999999
PRD-2104,Personal Audio,Asia-Pacific,86000,62000,62.39,20.37,38600,0.82,4.5,1473971.9999999998
PRD-2037,Office Equipment,Europe,120000,73000,83.66,32.3,16100,0.78,4.3,633896
PRD-3251,Consumer Electronics,North America,253000,185000,209.99,74.39,15600,0.84,4.7,1677360.0000000005
PRD-3072,Smart Home,Europe,173000,131000,162.96,56.84,15000,0.81,4.2,1287800
PRD-2588,Home Automation,Europe,314000,196000,229.44,98.28,18600,0.77,4.5,1929576
PRD-1507,Office Equipment,Latin America,80000,58000,68.54,28.84,6200,0.6,3.5,108140.00000000003
PRD-3004,Personal Audio,Asia-Pacific,74000,57000,64.19,22.26,48700,0.82,5,1910990.9999999995
PRD-2969,Health & Fitness,Middle East,151000,82000,129.27,51.48,5800,0.6,3.9,218182.00000000012
PRD-2559,Consumer Electronics,Asia-Pacific,284000,207000,309.43,126.88,18300,0.85,4.6,2849665
PRD-2667,Office Equipment,Europe,102000,61000,83.66,32.3,13900,0.78,4.5,550904
PRD-2034,Kitchen Appliances,North America,196000,152000,223.05,92.56,15900,0.83,8.1,1726791.0000000002
PRD-2911,Smart Home,North America,270000,209000,265.05,95.55,21800,0.95,4.5,3216100
PRD-3348,Office Equipment,North America,86000,51000,68.37,26.4,14100,0.73,3.5,454777.0000000001
PRD-1451,Consumer Electronics,North America,245000,158000,197.99,76.79,14600,0.84,4.6,1366520
PRD-1553,Outdoor Tech,Europe,182000,142000,192.78,77.7,8800,0.61,4.2,688704
PRD-1129,Smart Home,Middle East,183000,100000,201.48,90.64,7700,0.53,4,570467.9999999999
PRD-1407,Office Equipment,Europe,103000,64000,83.66,32.3,12700,0.78,4.1,485272
PRD-3237,Office Equipment,Europe,122000,59000,80.99,36.38,14900,0.78,4,483688.9999999999
PRD-3441,Health & Fitness,North America,161000,107000,116.39,43.68,29400,0.8,4.8,1869674.0000000005
PRD-1038,Office Equipment,North America,91000,,68.37,26.4,14700,0.73,3.5,472959.0000000001
PRD-2528,Home Automation,Europe,237000,167000,222.27,90.09,15400,0.77,4.9,1631572
PRD-2001,Health & Fitness,North America,129000,95000,130.79,41.16,24000,0.8,4.5,1927120
PRD-2042,Wearable Tech,Europe,263000,180000,219.84,95.04,14200,0.77,4.2,1329160
PRD-1590,Consumer Electronics,Latin America,184000,106000,159.99,57.04,9800,0.61,4.3,718910.0000000001
PRD-1236,Gaming Gear,Middle East,197000,139000,184.29,74.88,5500,0.5,3.6,265755
PRD-1498,Home Automation,Asia-Pacific,209000,178000,201.5,82.84,16500,0.74,4.6,1570890
PRD-1079,Health & Fitness,Middle East,132000,75000,129.27,51.48,6300,0.6,4.4,283077.0000000001
PRD-1641,Health & Fitness,North America,156000,91000,109.19,44.94,27700,0.8,4.7,1532725
PRD-2992,Wearable Tech,Asia-Pacific,280000,,244.51,98,16100,0.8,4,1892811
PRD-3194,Wearable Tech,North America,298000,197000,296.01,110.4,16600,0.93,4.1,2586125.9999999995
PRD-3497,Gaming Gear,Asia-Pacific,206000,141000,161.99,61.2,22900,0.74,4.8,1961091
PRD-1332,Smart Home,Europe,162000,132000,158.47,63.8,11300,0.81,4.8,775771
PRD-2094,Kitchen Appliances,North America,189000,131000,229.95,81.88,12600,0.83,4.2,1545682
PRD-3085,Personal Audio,Latin America,70000,44000,54.99,17.39,16500,0.69,4.2,506400
PRD-1380,Consumer Electronics,Latin America,175000,113000,159.99,57.04,7800,0.61,4.6,515010.0000000001
PRD-2574,Kitchen Appliances,North America,205000,136000,236.85,89.89,15600,0.83,4.3,1951575.9999999995
PRD-2493,Outdoor Tech,North America,205000,114000,169.95,58.88,11600,0.77,4.1,969412
PRD-1676,Gaming Gear,North America,385000,215000,366.45,125.55,21100,0.89,4.5,4482989.999999999
PRD-2432,,Europe,252000,200000,240.45,81.84,13300,0.77,4.9,1657513
PRD-2933,Outdoor Tech,Europe,169000,137000,204.12,75.48,9100,0.61,3.8,864623.9999999998
PRD-2597,Gaming Gear,Asia-Pacific,235000,154000,194.39,69.36,17600,0.74,5,1811528
PRD-2319,,Asia-Pacific,323000,202000,338.14,134.2,20400,0.85,5,3635376
PRD-1218,Office Equipment,North America,84000,46000,60.63,22.8,16800,0.73,3.5,505544
PRD-1923,Outdoor Tech,North America,172000,118000,175.05,64.64,10700,0.77,4.6,891387
PRD-1443,Outdoor Tech,North America,159000,113000,169.95,58.88,13100,0.77,4.5,1183017
PRD-1607,Gaming Gear,Asia-Pacific,242000,178000,161.99,61.2,24400,0.74,5,2039276
PRD-1578,Office Equipment,North America,70000,48000,58.7,25.68,14400,0.73,4.3,357488.00000000006
PRD-2509,Smart Home,Middle East,172000,96000,214.62,88,8000,0.53,4.7,744960
PRD-2465,Kitchen Appliances,Europe,240000,157000,240.87,98.01,14000,0.84,5,1603040.0000000002
PRD-2070,Consumer Electronics,Latin America,196000,110000,164.79,62.62,8000,0.61,4.4,511359.9999999999
PRD-2989,Smart Home,Middle East,183000,100000,221.19,95.92,6600,0.53,3.7,543782
PRD-1747,Office Equipment,Latin America,97000,59000,77.48,27.16,8500,0.6,4,271720.00000000006
PRD-2486,Gaming Gear,North America,298000,213000,324.57,133.65,20500,0.89,4.6,3402859.9999999995
PRD-2051,Consumer Electronics,North America,248000,167000,215.99,81.59,17000,0.84,5,1869800
PRD-2543,Outdoor Tech,Europe,177000,122000,187.11,71.04,9600,0.61,4.2,815272
PRD-1396,Kitchen Appliances,Latin America,130000,80000,126.42,54,9600,0.69,4.1,485232
PRD-1086,Gaming Gear,Middle East,181000,127000,189.99,66.24,5300,0.5,3.5,347875.0000000001
PRD-1863,Outdoor Tech,North America,178000,136000,169.95,58.88,13500,0.77,3.9,1185445
PRD-1043,Outdoor Tech,Europe,201000,126000,204.12,75.48,9700,0.61,4.3,920807.9999999998
PRD-2232,Smart Home,Europe,193000,122000,162.96,56.84,14300,0.81,4.3,1202516
PRD-2805,Personal Audio,Europe,108000,80000,82.35,26.77,29800,0.79,4.1,1468284
PRD-2447,Gaming Gear,Asia-Pacific,218000,139000,161.99,61.2,25700,0.74,5,2233303
PRD-2175,Personal Audio,Europe,94000,70000,82.35,-26.77,35400,0.79,3.9,1803532
PRD-1732,Wearable Tech,Asia-Pacific,283000,196000,244.51,98,14600,0.8,4.7,1660046
PRD-3298,Home Automation,Asia-Pacific,216000,153000,213.47,80.56,17600,0.74,4.7,1970216
PRD-1994,Wearable Tech,North America,291000,242000,304.98,120.75,18200,0.93,4.4,2819986.0000000005
PRD-1513,Health & Fitness,Asia-Pacific,118000,84000,96.29,34.45,25500,0.78,4.8,1374920
PRD-1716,Gaming Gear,Middle East,211000,144000,189.99,66.24,6800,0.5,3.7,486500.0000000001
PRD-3138,Office Equipment,North America,82000,54000,68.37,26.4,17100,0.73,3.8,581687.0000000001
PRD-2206,Kitchen Appliances,Latin America,139000,79000,138.03,57.24,9300,0.69,4.2,533346.9999999999
PRD-2662,Wearable Tech,Asia-Pacific,283000,196000,229.54,100.94,20200,0.8,4,2118720
PRD-2800,Health & Fitness,Latin America,96000,78000,100.5,39.24,11600,0.74,4.3,536616
PRD-3074,,North America,317000,195000,278.07,113.85,17500,0.93,4.9,2361850
PRD-3040,Health & Fitness,Latin America,116000,58000,91.54,37.08,10500,0.74,3.8,397830.0000000001
PRD-2032,Wearable Tech,Asia-Pacific,241000,171000,229.54,100.94,16000,0.8,3.8,1645600
PRD-3182,Wearable Tech,Europe,276000,170000,206.1,79.2,16200,0.77,4.3,1609779.9999999998
PRD-1803,Outdoor Tech,North America,183000,116000,164.85,66.56,11300,0.77,4.3,811677
PRD-1145,Kitchen Appliances,Europe,250000,139000,233.1,89.1,15800,0.84,5,1886200
PRD-2106,Gaming Gear,Middle East,203000,117000,207.09,70.56,6400,0.5,,553792
PRD-1946,Gaming Gear,North America,392000,240000,376.92,137.7,20900,0.89,4.9,4367698.000000001
PRD-3304,Personal Audio,Asia-Pacific,88000,68000,60.59,22.89,34900,0.82,4.2,1159730
PRD-1198,Home Automation,Asia-Pacific,244000,150000,213.47,80.56,15200,0.74,4.4,1626232
PRD-1059,Consumer Electronics,Asia-Pacific,327000,214000,338.14,134.2,18500,0.85,4.7,3231890
PRD-1484,Wearable Tech,North America,323000,216000,322.92,117.3,20200,0.93,4.5,3614524
PRD-2062,Wearable Tech,Asia-Pacific,280000,186000,259.48,95.06,17500,0.8,4.7,2411350.0000000005
PRD-2200,Health & Fitness,Latin America,95000,75000,91.54,37.08,9900,0.74,3.9,369154.0000000001
PRD-1948,Home Automation,Asia-Pacific,265000,172000,183.54,78.28,18300,0.74,4.9,1489257.9999999998
PRD-1550,Consumer Electronics,Europe,428000,,523.95,181.35,10800,0.86,4.7,2986080.0000000005
